"publish_date","region","new_conf","new_deaths","cum_conf","cum_deaths"
2020-03-20,"Total",126,11,81300,3253
2020-03-21,"Total",116,8,81416,3261
2020-03-22,"Total",82,6,81498,3267
2020-03-23,"Total",103,9,81601,3276
2020-03-24,"Total",146,7,81747,3283
2020-03-25,"Total",101,4,81848,3287
2020-03-26,"Total",113,6,81961,3293
2020-03-27,"Total",117,5,82078,3298
2020-03-28,"Total",152,3,82230,3301
2020-03-29,"Total",126,5,82356,3306
2020-03-30,"Total",106,4,82447,3310
2020-03-31,"Total",98,4,82545,3314
2020-04-01,"Total",86,7,82631,3321
2020-04-02,"Total",93,6,82724,3327
2020-04-03,"Total",78,4,82802,3331
2020-04-04,"Total",73,4,82875,3335
2020-04-05,"Total",55,3,82930,3338
2020-04-06,"Total",75,2,83005,3340
2020-04-07,"Total",66,0,83071,3340
2020-04-08,"Total",86,2,83157,3342
2020-04-09,"Total",92,2,83249,3344
2020-04-10,"Total",56,1,83305,3345
2020-04-11,"Total",64,4,83369,3349
2020-04-12,"Total",113,0,83482,3349
2020-04-13,"Total",115,2,83597,3351
2020-04-14,"Total",99,0,83696,3351
2020-04-15,"Total",49,1,83745,3352
2020-04-16,"Total",52,0,83797,3352
2020-04-17,"Total",352,1290,84149,4642
2020-04-18,"Total",31,0,84180,4642
2020-04-19,"Total",21,0,84201,4642
2020-04-20,"Total",36,0,84237,4642
2020-04-21,"Total",13,0,84250,4642
2020-04-22,"Total",37,0,84287,4642
2020-04-23,"Total",15,0,84302,4642
2020-04-24,"Total",9,0,84311,4642
2020-04-25,"Total",14,0,84325,4642
2020-04-26,"Total",14,0,84338,4642
2020-04-27,"Total",3,1,84341,4643
2020-04-28,"Total",6,0,84347,4643
2020-04-29,"Total",22,0,84369,4643
2020-04-30,"Total",4,0,84373,4643
2020-05-01,"Total",12,0,84385,4643
2020-05-02,"Total",3,0,84388,4643
2020-05-03,"Total",5,0,84393,4643
2020-05-04,"Total",7,0,84400,4643
2020-05-05,"Total",4,0,84404,4643
2020-05-06,"Total",2,0,84406,4643
2020-05-07,"Total",3,0,84409,4643
2020-05-08,"Total",6,0,84415,4643
2020-05-09,"Total",1,0,84416,4643
2020-05-10,"Total",14,0,84430,4643
2020-05-11,"Total",20,0,84450,4643
2020-05-12,"Total",1,1,84451,4644
2020-05-13,"Total",7,0,84458,4644
2020-05-14,"Total",6,0,84464,4644
2020-05-15,"Total",5,0,84469,4644
2020-05-16,"Total",9,0,84478,4644
2020-05-17,"Total",6,1,84484,4645
2020-05-18,"Total",10,0,84494,4645
2020-05-19,"Total",6,0,84500,4645
2020-05-20,"Total",5,0,84505,4645
2020-05-21,"Total",2,0,84507,4645
2020-05-22,"Total",13,0,84520,4645
2020-05-23,"Total",2,0,84522,4645
2020-05-24,"Total",3,0,84525,4645
2020-05-25,"Total",11,0,84536,4645
